,nome-geografico,match,name,nome-vide,vide_type,lookup,faculdade,nome-pai,uc-entrada,match_error,match_obs
296395,Ourém,,Manuel dos Santos,Fonseca,add,Manuel dos Santos Fonseca,Medicina,Manuel dos Santos,1769-06-16,False,
248387,Vila Real,,Manuel dos Santos Pinto,Santos,cut,Manuel dos Santos,,,0000-00-00,False,
296388,,,Manuel dos Santos,Ribeiro,add,Manuel dos Santos Ribeiro,,,0000-00-00,False,
219547,São Martinho de Mouros,,Manuel dos Santos Rodrigues,Santos,cut,Manuel dos Santos,,,0000-00-00,False,
319838,Lisboa,,Manuel dos Santos Rolim,Santos,cut,Manuel dos Santos,,António Domingues,0000-00-00,False,
158399,Coimbra,,Manuel Saraiva de Carvalho,Silveira,add,Manuel Saraiva de Carvalho Silveira,,José Silveira,0000-00-00,False,
221114,Trancoso,,Manuel Saraiva,Costa,add,Manuel Saraiva Costa,,António Alves da Costa,0000-00-00,False,
229575,Coimbra,,Manuel Saraiva Silva,Saraiva,cut,Manuel Saraiva,,,0000-00-00,False,
222103,Tourais,,Manuel de Seixas,Fonseca,add,Manuel de Seixas Fonseca,,Pascoal Jorge,0000-00-00,False,
172496,Nagoselo,,Manuel de Sequeira de Matos,Sequeira,cut,Manuel de Sequeira,,Manuel de Sequeira,0000-00-00,False,
223293,Negozelo,,Manuel de Sequeira,Matos,add,Manuel de Sequeira Matos,Cânones,,1672-10-01,False,
223291,Lisboa,,Manuel de Sequeira,Perdigão,add,Manuel de Sequeira Perdigão,Cursos jurídicos (Cânones ou Leis),,1689-10-01,False,
296644,Guarita,,Manuel de Serpa Saraiva,Machado,add,Manuel de Serpa Saraiva Machado,Leis,Bernardo de Serpa Saraiva,0000-00-00,False,
223711,Águeda,,Manuel da Serra,Chuquere,add,Manuel da Serra Chuquere,,,0000-00-00,False,
228907,Povos,,Manuel da Silva,Antunes,add,Manuel da Silva Antunes,,Valentim Antunes,0000-00-00,False,
192967,Évora,,Manuel da Silva Cintrão,Silva,cut,Manuel da Silva,,Manuel da Silva,0000-00-00,False,
192969,Évora,,Manuel da Silva Cintrão,Silva,cut,Manuel da Silva,,Manuel da Silva,0000-00-00,False,
253566,Vila de Rei,,Manuel da Silva Lopes,Silva,cut,Manuel da Silva,Cânones,,1707-10-01,False,
228758,Baía,,Manuel da Silva,Moura,add,Manuel da Silva Moura,Cânones,,1691-11-07,False,
228828,,,Manuel da Silva,Pereira,add,Manuel da Silva Pereira,,,0000-00-00,False,
228790,Coimbra,,Manuel da Silva,Santos,add,Manuel da Silva Santos,,Manuel da Silva,0000-00-00,False,
228737,Espinhal,,Manuel da Silva,Sousa,add,Manuel da Silva Sousa,Cânones,,1686-11-04,False,
187906,São Salvador de Real,,Manuel da Silveira Brandão,Silveira,cut,Manuel da Silveira,,,0000-00-00,False,
198069,Paraíba,,Manuel da Silveira Correia,Silveira,cut,Manuel da Silveira,,Manuel Pires Correia,0000-00-00,False,
230774,Lisboa,,Manuel da Silveira,Prado,add,Manuel da Silveira Prado,Cânones,António Nunes,0000-00-00,False,
230956,Miranda do Corvo,,Manuel Silvestre,Pereira,add,Manuel Silvestre Pereira,,,0000-00-00,False,
231491,Góis,,Manuel Simões,Martins,add,Manuel Simões Martins,Cursos jurídicos (Cânones ou Leis),,1720-10-01,False,
231503,Pereira,,Manuel Simões,das Neves,add,Manuel Simões das Neves,,,0000-00-00,False,
244549,Coimbra,,Manuel Simões Pinheiro,Simões,cut,Manuel Simões,,Manuel Simões,0000-00-00,False,
233257,Aveiro,,Manuel Soares de Albergaria,Soares,cut,Manuel Soares,,,0000-00-00,False,
232778,Lisboa,,Manuel Soares,de Albergaria,add,Manuel Soares de Albergaria,,,0000-00-00,False,
232785,Lisboa,,Manuel Soares,Almeida,add,Manuel Soares Almeida,Leis,Jerónimo Soares,0000-00-00,False,
232753,Coimbra,,Manuel Soares,Fonseca,add,Manuel Soares Fonseca,Medicina,João Antunes,0000-00-00,False,
232759,Coimbra,,Manuel Soares,Gouveia,add,Manuel Soares Gouveia,,João Soares de Gouveia,0000-00-00,False,
180336,Santo Adrião de Padim,,Manuel Soares da Graça,Soares,cut,Manuel Soares,,,0000-00-00,False,
232799,Óbidos,,Manuel Soares,Martins,add,Manuel Soares Martins,Cânones,,1651-10-16,False,
253348,Óbidos,,Manuel Soares Monteiro,Soares,cut,Manuel Soares,Cânones,,0000-00-00,False,
176440,Coimbra,,Manuel Soares de Oliveira,Soares,cut,Manuel Soares,Cânones,,1675-10-01,False,
189630,Barcelos,,Manuel Soares da Rocha,Soares,cut,Manuel Soares,,José Soares,0000-00-00,False,
232706,Aveiro,,Manuel Soares,Soares de Albergaria,add,Manuel Soares Soares de Albergaria,Cânones,Diogo de Sá,1615-10-16,False,
232706,Aveiro,,Manuel Soares,Soares de Albergaria,add,Manuel Soares Soares de Albergaria,Leis,Diogo de Sá,1615-10-16,False,
198767,Lisboa,,Manuel Soares Taveira,Soares,cut,Manuel Soares,,João Álvares Soares,0000-00-00,False,
233519,Beja,,Manuel Sobrinho,Fialho Cebolinho,add,Manuel Sobrinho Fialho Cebolinho,Medicina,,1727-11-22,False,
191822,Beja,,Manuel Sobrinho Fiolho Cebolinho,Sobrinho,cut,Manuel Sobrinho,,,0000-00-00,False,
191364,Lamego,,Manuel Soeiro de Almeida e Castro,Almeida,cut,Manuel Soeiro de Almeida,,,0000-00-00,False,
233592,Mós,,Manuel Soeiro,Almeida,add,Manuel Soeiro Almeida,,Filipe de Almeida,0000-00-00,False,
234690,Montemor-o-Velho,,Manuel Sousa Correia Lobo,Correia,cut,Manuel Sousa Correia,,João Gonçalves Correia,0000-00-00,False,
240593,Braga,,Manuel de Sousa,Azevedo,add,Manuel de Sousa Azevedo,Leis,Diogo Bravo,0000-00-00,False,
240664,Ilha,,Manuel de Sousa,Benevides,add,Manuel de Sousa Benevides,Medicina,João de Sousa,0000-00-00,False,
240677,Lamego,,Manuel de Sousa,Carneiro,add,Manuel de Sousa Carneiro,,,0000-00-00,False,
240682,Lisboa,,Manuel de Sousa,Lobo,add,Manuel de Sousa Lobo,,,0000-00-00,False,
283977,Coimbra,,Manuel de Sousa Loureiro,Sousa,cut,Manuel de Sousa,Medicina,,0000-00-00,False,
232814,Porto,,Manuel Sousa,Matos,add,Manuel Sousa Matos,,João Carvalho Almares,0000-00-00,False,
240804,Penalva,,Manuel de Sousa,Melo e Sousa,add,Manuel de Sousa Melo e Sousa,Cânones,,0000-00-00,False,
238448,Barcelos,,Manuel de Sá Pereira,Pereira de Sá,add,Manuel de Sá Pereira Pereira de Sá,Cânones,Paulo Ferreira,0000-00-00,False,
217956,Coimbra,,Manuel de São Bento Rodrigues,São Bento,cut,Manuel de São Bento,,,0000-00-00,False,
132895,,,Manuel de São Caetano Damásio,de São Caetano,cut,Manuel de São Caetano,Teologia,,1753-10-01,False,
218227,,,Manuel de São Caetano,São Caetano Damásio,add,Manuel de São Caetano São Caetano Damásio,,,0000-00-00,False,
141143,São Tiago da Guarda,,Manuel de São João Abreu,Manuel de São João,cut,Manuel de São João,,,0000-00-00,False,
218401,,,Manuel de São João,Correia,add,Manuel de São João Correia,Teologia,,1568-10-01,False,
182460,Aldeia Galega,,Manuel de São João Madeira,São João,cut,Manuel de São João,,Manuel Pinto,0000-00-00,False,
217410,Sangalhos,,Manuel de São Tiago,Ferreira,add,Manuel de São Tiago Ferreira,,Silvestre da Silva,0000-00-00,False,
294111,Couto de Esteves,,Manuel Tavares Coutinho,Silva,add,Manuel Tavares Coutinho Silva,Cânones,Francisco Tavares da Silva,0000-00-00,False,
192519,Tentúgal,,Manuel Tavares Chamiça,Tavares,cut,Manuel Tavares,,Manuel Tavares,0000-00-00,False,
145131,Basto,,Manuel Teixeira Alves,Teixeira,cut,Manuel Teixeira,,Gonçalo Teixeira,0000-00-00,False,
201178,Arcos de Valdevez,,Manuel Teixeira,Azevedo,add,Manuel Teixeira Azevedo,,Jerónimo Teixeira de Barros,0000-00-00,False,
201178,Caminha,,Manuel Teixeira,Azevedo,add,Manuel Teixeira Azevedo,,Jerónimo Teixeira de Barros,0000-00-00,False,
201226,Lisboa,,Manuel Teixeira,Azevedo,add,Manuel Teixeira Azevedo,Cânones,Diogo Teixeira de Azevedo,1620-10-03,False,
187035,Vilarinho dos Freires,,Manuel Teixeira Botelho,Teixeira,cut,Manuel Teixeira,,,0000-00-00,False,
149638,Lisboa,,Manuel Teixiera de Azevedo,,novid,Manuel Teixiera de Azevedo,Cânones,Diogo Teixeira de Azevedo,0000-00-00,False,
213697,São João da Pesqueira,,Manuel da Veiga,Telo da Veiga,repap,Manuel Telo da Veiga,,,0000-00-00,False,
202494,São João da Pesqueira,,Manuel Telo,da Veiga,add,Manuel Telo da Veiga,,,0000-00-00,False,
202749,Évora,,Manuel Temudo,Pessoa,add,Manuel Temudo Pessoa,Cânones,,0000-00-00,False,
203308,Fronteira,,Manuel Tinoco,Fonseca,add,Manuel Tinoco Fonseca,Cânones,Gaspar da Fonseca,0000-00-00,False,
203634,Matosinhos,,Manuel Tomé,Machado,add,Manuel Tomé Machado,Cânones,Francisco Tomé,0000-00-00,False,
199184,Vilarouco,,Manuel de Távora,Pereira,add,Manuel de Távora Pereira,Cânones,Bartolomeu Teles,1697-10-01,False,
234130,Castelo Branco,,Manuel de Valadares Soutomaior,Valadares,cut,Manuel de Valadares,Cânones,,1684-01-15,False,
207216,Coimbra,,Manuel do Vale,Soutomaior,add,Manuel do Vale Soutomaior,Leis,,1679-10-01,False,
234132,São Martinho do Bispo,,Manuel do Vale Soutomaior,Vale,cut,Manuel do Vale,,,0000-00-00,False,
207221,Porto,,Manuel do Valente,Fonseca,add,Manuel do Valente Fonseca,Cânones,,1720-10-01,False,
139740,Resende,,Manuel de Vasconcelos Carneiro,Vasconcelos,cut,Manuel de Vasconcelos,,,0000-00-00,False,
210834,Açores,,Manuel de Vasconcelos,Fonseca,add,Manuel de Vasconcelos Fonseca,,António Martins de Vasconcelos,0000-00-00,False,
210834,Ilha Terceira,,Manuel de Vasconcelos,Fonseca,add,Manuel de Vasconcelos Fonseca,,António Martins de Vasconcelos,0000-00-00,False,
215079,Azeitão,,Manuel de Vasconcelos Veloso,Vasconcelos,cut,Manuel de Vasconcelos,,,0000-00-00,False,
212734,Penaguião,,Manuel Vaz,Figueiredo,add,Manuel Vaz Figueiredo,Teologia,Duarte de Seixas,0000-00-00,False,
212735,Penalva,,Manuel Vaz,Figueiredo,add,Manuel Vaz Figueiredo,,,0000-00-00,False,
212753,Tondela,,Manuel Vaz,Leal,add,Manuel Vaz Leal,,Jorge Vaz,0000-00-00,False,
197415,,,Manuel Velho Lavanha,Velho,cut,Manuel Velho,Artes,,1630-03-13,False,
214585,Lisboa,,Manuel Velho,Miranda,add,Manuel Velho Miranda,,,0000-00-00,False,
229614,Évora,,Manuel Velho da Silva,Velho,cut,Manuel Velho,,Pedro Fernandes,0000-00-00,False,
215055,Lisboa,,Manuel Veloso,Pimenta,add,Manuel Veloso Pimenta,,,0000-00-00,False,
289057,Lisboa,,Manuel Venâncio Moreira de Carvalho,Manuel Venâncio Moreira,cut,Manuel Venâncio Moreira,,,0000-00-00,False,
310126,Santarém,,Manuel Vicente Marecos Pereira e Silva,Manuel Vicente Marecos,cut,Manuel Vicente Marecos,,,0000-00-00,False,
289059,Mondim de Basto,,Manuel Vicente Teixeira de Carvalho,Teixeira,cut,Manuel Vicente Teixeira,,,0000-00-00,False,
215832,Tancos,,Manuel Vicente,Rosa,add,Manuel Vicente Rosa,,,0000-00-00,False,
148781,Viana,,Manuel Viegas Azamas,Viegas,cut,Manuel Viegas,,,0000-00-00,False,
150946,Baião,,"Manuel Vieira Barbosa, Vide Manuel Vieira Cabral",,novid,"Manuel Vieira Barbosa, Vide Manuel Vieira Cabral",,,0000-00-00,False,
128956,Baião,,Manuel Vieira Cabral,Manuel Vieira Barbosa,rep,Manuel Vieira Barbosa,Leis,,1709-10-01,False,
177479,Tomar,,Manuel Vieira Garcia,Vieira,cut,Manuel Vieira,Medicina,João Vieira,1689-09-04,False,
248408,Peso da Régua,,Manuel Vieira de Melo Pinto,Vieira,cut,Manuel Vieira,,,0000-00-00,False,
212882,Geraz,,Manuel Vieira Mendes,Vieira,cut,Manuel Vieira,,,0000-00-00,False,
218247,Vale do Geraz,,Manuel Vieira,Mendes,add,Manuel Vieira Mendes,Leis,António Vieira,1712-10-01,False,
218217,Entre Ambos-os-Rios,,Manuel Vieira,Moniz,add,Manuel Vieira Moniz,,,0000-00-00,False,
229625,Tomar,,Manuel Vieira da Silva,Vieira,cut,Manuel Vieira,Medicina,João Vieira,1690-05-29,False,
203086,Peso da Régua,,Manuel Vieria de Melo,Vieira,add,Manuel Vieria de Melo Vieira,,,0000-00-00,False,
273180,Soutelinho,,Manuel Vilela de Sousa,Sousa,cut,Manuel Vilela de Sousa,Leis,João Vilela,0000-00-00,False,
192660,Santiago,,Manuel Xavier Pinto Homem,Pinto,cut,Manuel Xavier Pinto,,,0000-00-00,False,
159597,Faro,,Manuel Zuzarte da Fonseca,Zuzarte,cut,Manuel Zuzarte,,,0000-00-00,False,
265941,Lisboa,,Manuel Álvares,Abreu,add,Manuel Álvares Abreu,Cânones,Álvaro Tristão,1607-10-08,False,
265941,Lisboa,,Manuel Álvares,Abreu,add,Manuel Álvares Abreu,Leis,Álvaro Tristão,1607-10-08,False,
183925,Tomar,,Manuel,,novid,Manuel,Artes,Sebastião Rodrigues,0000-00-00,False,
183919,,,Manuel,,novid,Manuel,,Miguel Pires,0000-00-00,False,
144037,Manteigas,,Marcelino Copeiro de Almeida,Copeiro,cut,Marcelino Copeiro,,,0000-00-00,False,
218373,Amarante,,Marcelino José de Ponte Vieira,de Pontes,add,Marcelino José de Ponte Vieira de Pontes,,,0000-00-00,False,
218373,Santa Maria Madalena,,Marcelino José de Ponte Vieira,de Pontes,add,Marcelino José de Ponte Vieira de Pontes,,,0000-00-00,False,
249653,Amarante,,Marcelino José de Pontes,Vieira,add,Marcelino José de Pontes Vieira,Leis,,1745-10-01,False,
249653,Santa Maria Madalena,,Marcelino José de Pontes,Vieira,add,Marcelino José de Pontes Vieira,Leis,,1745-10-01,False,
212822,Macieira de Cambra,,Marcelo Vaz,de Aguiar,add,Marcelo Vaz de Aguiar,Cânones,,0000-00-00,False,
141778,Louriçal,,Marcos Aiala,Gamboa,add,Marcos Aiala Gamboa,Cânones,,1633-10-01,False,
170091,Moimenta da Serra,,Marcos Martins,Martins de Carvalho,add,Marcos Martins Martins de Carvalho,Cânones,Manuel Martins,0000-00-00,False,
176457,Viana,,Marcos Nunes Viana de Oliveira,Viana,cut,Marcos Nunes Viana,,,0000-00-00,False,
136121,Águeda,,Marcos Pinho Rebelo,Pinheiro,add,Marcos Pinho Rebelo Pinheiro,Leis,Manuel de Pinho,0000-00-00,False,
245197,Águeda,,Marcos de Pinho,Rebelo,add,Marcos de Pinho Rebelo,Leis,Manuel de Pinho,1585-10-02,False,
219664,Monção,,Marcos Rodrigues,Maia,add,Marcos Rodrigues Maia,(?),Gaspar Dias,0000-00-00,False,
283543,Rio de Janeiro,,Mariano José de Brito e Lima,Brito,cut,Mariano José de Brito,,,0000-00-00,False,
294114,Soure,,Marino da Costa de Vasconcelos Coutinho,Vasconcelos,cut,Marino da Costa de Vasconcelos,,,0000-00-00,False,
250093,Lisboa,,Marquês da Praia e de Monforte,Duarte Borges Coutinho de Medeiros Sousa Dias da Câmara,add,Marquês da Praia e de Monforte Duarte Borges Coutinho de Medeiros Sousa Dias da Câmara,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
238540,Elvas,,Martim Afonso de Melo Pereira,Melo,cut,Martim Afonso de Melo,,Bernardino de Faria,0000-00-00,False,
141424,Campo Maior,,Martim Afonso,,novid,Martim Afonso,Leis,Pedro Mexia,0000-00-00,False,
178069,Vila Viçosa,,Martim Afonso Godinho,Afonso,cut,Martim Afonso,,,0000-00-00,False,
220667,Faro,,Martim Amor dos Santos,Martim dos Santos,rep,Martim dos Santos,,,0000-00-00,False,
220665,Faro,,Martim dos Santos,Martim Amor,rep,Martim Amor,Cânones,Francisco Vicente,1614-10-09,False,
220665,Faro,,Martim dos Santos,Martim Amor,rep,Martim Amor,Leis,Francisco Vicente,1614-10-09,False,
146668,Lagos,,Martim Anes,Fonseca,add,Martim Anes Fonseca,Cânones,,1716-12-01,False,
163567,Ilha da Madeira,,Martim Doria,Vasconcelos,add,Martim Doria Vasconcelos,Cânones,,0000-00-00,False,
247287,,,Martim Fernandes,,novid,Martim Fernandes,Leis,,0000-00-00,False,
138472,,,Martim Filipe,,novid,Martim Filipe,Artes,,0000-00-00,False,
179732,Ribeira de Fragoas,,Martim Gonçalves,Coelho,add,Martim Gonçalves Coelho,Medicina,Martim Gonçalves,1597-10-16,False,
253579,Cernache,,Martim Lopes,,novid,Martim Lopes,Artes,Martim Annes,0000-00-00,False,
253579,Cernache,,Martim Lopes,,novid,Martim Lopes,Cursos jurídicos (Cânones ou Leis),Martim Annes,0000-00-00,False,
203129,,,Martim de Melo,,novid,Martim de Melo,Cânones,,0000-00-00,False,
211071,Brasil,,Martim Mendes de Vasconcelos,Mendes,cut,Martim Mendes,Cânones,Manuel Mendes,0000-00-00,False,
211071,Pernambuco,,Martim Mendes de Vasconcelos,Mendes,cut,Martim Mendes,Cânones,Manuel Mendes,0000-00-00,False,
225064,Guimarães,,Martim Peixoto,de Miranda,add,Martim Peixoto de Miranda,,,0000-00-00,False,
148507,,,Martim Salvador Aspilcueta,Navarro,add,Martim Salvador Aspilcueta Navarro,,,0000-00-00,False,
168360,Quarinocins (Navarra) Pamplona,,Martim Salvador Azpilcueta Navarro,Azpilcueta,cut,Martim Salvador Azpilcueta,Cânones,,1550-10-01,False,
171868,Coimbra,,Martim de Távora de Noronha,Távora,cut,Martim de Távora,Teologia,,1663-03-13,False,
199193,Óis,,Martim de Távora,Noronha,add,Martim de Távora Noronha,Leis,,0000-00-00,False,
245136,Évora,,Martim de Moura,Martim,cut,Martim,Cânones,Jerónimo de Moura,1588-10-05,False,
245136,Évora,,Martim de Moura,Martim,cut,Martim,Leis,Jerónimo de Moura,1588-10-05,False,
191372,Santarém,,Martinho Afonso de Castro,Martinho de Castro,rep,Martinho de Castro,,,0000-00-00,False,
294116,Lisboa,,Martinho de França e Faro de Azevedo Coutinho,Martinho de França e Azevedo,rep,Martinho de França e Azevedo,,,0000-00-00,False,
191374,Lisboa,,Martinho José de Melo e Castro,Martinho de Melo e Castro,rep,Martinho de Melo e Castro,,,0000-00-00,False,
194846,Baía,,Martinho José de,São Boaventura,add,Martinho José de São Boaventura,Leis,Faustino Alvares,1745-10-01,False,
194846,Baía,,Martinho José de,São Boaventura,add,Martinho José de São Boaventura,Matemática,Faustino Alvares,1745-10-01,False,
194846,Brasil,,Martinho José de,São Boaventura,add,Martinho José de São Boaventura,Leis,Faustino Alvares,1745-10-01,False,
194846,Brasil,,Martinho José de,São Boaventura,add,Martinho José de São Boaventura,Matemática,Faustino Alvares,1745-10-01,False,
292678,Seia,,Martinho de Melo Machado Corte Real,Martinho de Melo Machado,cut,Martinho de Melo Machado,,Francisco Machado,0000-00-00,False,
206398,Lisboa,,Martinho Monteiro de Azevedo Coutinho,Azevedo,cut,Martinho Monteiro de Azevedo,,Bartolomeu de Azevedo,0000-00-00,False,
192662,Ervões,,Martinho Teixeira Homem,Teixeira,cut,Martinho Teixeira,,Luís Pereira,0000-00-00,False,
223142,Alcáçovas,,Marçal de Faria Pato,Faria,cut,Marçal de Faria,,João de Faria,0000-00-00,False,
238525,Lisboa,,Marçal de Figueiredo Pereira,Figueiredo,cut,Marçal de Figueiredo,Cânones,,1700-10-01,False,
165105,Rio de Janeiro,,Mateus da Cunha de Eça,Cunha,cut,Mateus da Cunha,Leis,Lourenço da Costa Lima,1725-10-01,False,
162257,,,Mateus Dias,Marinho,add,Mateus Dias Marinho,,,0000-00-00,False,
162282,Tentúgal,,Mateus Dias,Veloso,add,Mateus Dias Veloso,Cânones,Manuel Dias,1640-10-16,False,
203907,Viana,,Mateus de Faria Costa,Faria,cut,Mateus de Faria,,,0000-00-00,False,
158476,Coimbra,,Mateus Fernandes de Carvalho,Fernandes,cut,Mateus Fernandes,Medicina,Manuel Fernandes,0000-00-00,False,
179744,Castelo de Vide,,Mateus Gonçalves,,novid,Mateus Gonçalves,Cânones,Pero Gil Barrento,0000-00-00,False,
270690,Castanheira,,Mateus Henriques Alves,Henriques,cut,Mateus Henriques,,,0000-00-00,False,
270690,Pedrogão,,Mateus Henriques Alves,Henriques,cut,Mateus Henriques,,,0000-00-00,False,
287118,,,Mateus Herculano Monteiro,Cunha,add,Mateus Herculano Monteiro Cunha,,,0000-00-00,False,
291083,Angra,,Mateus Homem de Noronha e Castro,Noronha,cut,Mateus Homem de Noronha,,Bernardo da Costa e Noronha,0000-00-00,False,
291083,Açores,,Mateus Homem de Noronha e Castro,Noronha,cut,Mateus Homem de Noronha,,Bernardo da Costa e Noronha,0000-00-00,False,
286617,Caminha,,Mateus José Lobo de Mesquita,Lobo,cut,Mateus José Lobo,Leis,Mateus Lobo de Mesquita,0000-00-00,False,
268985,Caminha,,Mateus José Lobo de Mesquita e Abreu,Lobo,cut,Mateus José Lobo,Leis,Mateus Lobo de Mesquita,0000-00-00,False,
211648,Arcos de Valdevez,,Mateus de Melo e Leiva,Melo,cut,Mateus de Melo,,,0000-00-00,False,
211074,Basto,,Mateus Mendes de Vasconcelos,Alvim,add,Mateus Mendes de Vasconcelos Alvim,,António Leite,0000-00-00,False,
212910,Basto,,Mateus Mendes,Alvim,add,Mateus Mendes Alvim,Cursos jurídicos (Cânones ou Leis),António Leite,1698-10-01,False,
229683,Chaves,,Mateus de Morais Silva,Morais,cut,Mateus de Morais,,,0000-00-00,False,
142299,Pombal,,Mateus das Neves Aleixo,Neves,cut,Mateus das Neves,,,0000-00-00,False,
203874,Abrantes,,Mateus de Oliveira da Costa,Oliveira,cut,Mateus de Oliveira,,Sebastião Dias,0000-00-00,False,
222419,Miranda do Corvo,,Mateus Pereira de Paiva,Pereira,cut,Mateus Pereira,,,0000-00-00,False,
183884,Miranda do Corvo,,Mateus Pereira de Paiva Manso,Pereira,cut,Mateus Pereira,,,0000-00-00,False,
294358,Figueiró dos Vinhos,,Matias de Almeida Pereira Brito de Almada Craveiro,Almada,cut,Matias de Almeida Pereira Brito de Almada,Cânones,Cristóvão de Almeida Craveiro,1741-06-22,False,
238688,Figueiró dos Vinhos,,Matias de Almeida Pereira,Almeida,cut,Matias de Almeida,,,0000-00-00,False,
143850,Castelo de Vide,,Matias de Alva,Barreto,add,Matias de Alva Barreto,,,0000-00-00,False,
248031,Lagobom,,Matias Alves Mourão,Alves,cut,Matias Alves,,,0000-00-00,False,
206404,Viana,,Matias de Azevedo Coutinho,Azevedo,cut,Matias de Azevedo,,,0000-00-00,False,
216804,,,Matias da Circuncisão de Santa Cruz,Visitação,add,Matias da Circuncisão de Santa Cruz Visitação,,,1649-05-28,False,
159663,Freixo de Espada a Cinta,,Matias da Fonseca,Tavares,add,Matias da Fonseca Tavares,,,0000-00-00,False,
188954,Outeiro,,Matias José Sarmento de Morais Buiça,Sarmento,cut,Matias José Sarmento,,,0000-00-00,False,
189648,Cerdal,,Matias da Rocha,Matias da Rocha Gondim,rep,Matias da Rocha Gondim,,,0000-00-00,False,
358076,Minas Gerais,,Matias Rodrigues de Moura Grogel,Gorgel,add,Matias Rodrigues de Moura Grogel Gorgel,,José de Moura Gorgel e Clara dos Santos,0000-00-00,False,
358076,freguesia de São Miguel de Piraciba,,Matias Rodrigues de Moura Grogel,Gorgel,add,Matias Rodrigues de Moura Grogel Gorgel,,José de Moura Gorgel e Clara dos Santos,0000-00-00,False,
358077,Minas Gerais,,Matias Rodrigues de Moura Grujel,Gorgel,add,Matias Rodrigues de Moura Grujel Gorgel,,José de Moura Gorgel e Clara dos Santos,0000-00-00,False,
358077,freguesia de São Miguel de Piraciba,,Matias Rodrigues de Moura Grujel,Gorgel,add,Matias Rodrigues de Moura Grujel Gorgel,,José de Moura Gorgel e Clara dos Santos,0000-00-00,False,
229722,Porto,,Matias da Silva,Abreu,add,Matias da Silva Abreu,,,0000-00-00,False,
134418,Tavira,,Matias de Soudsa Delgado,Sousa,add,Matias de Soudsa Delgado Sousa,,Belchior Batista,0000-00-00,False,
201716,Vila Real,,Matias Teixeira,da Mota,add,Matias Teixeira da Mota,Cânones,,0000-00-00,False,
219945,,,Matias da Visitação,Santa Cruz,add,Matias da Visitação Santa Cruz,,,0000-00-00,False,
211088,Coimbra,,Maurício Sutil de Carvalho e Vasconcelos,Carvalho,cut,Maurício Sutil de Carvalho,,,0000-00-00,False,
279050,Lamego,,Maximiano Dias da Rocha Ferreira,Rocha,cut,Maximiano Dias da Rocha,,,0000-00-00,False,
203961,Macieira,,Miguel Afonso da Costa,Afonso,cut,Miguel Afonso,,João Afonso,0000-00-00,False,
145149,Molares,,Miguel Alves,Carvalho,add,Miguel Alves Carvalho,,Francisco Alves,0000-00-00,False,
147223,Santarém,,Miguel Antunes,Cardoso,add,Miguel Antunes Cardoso,,,0000-00-00,False,
317694,Freixedas,,Miguel Serafim Ribeiro,Miguel António Serafim,rep,Miguel António Serafim,,,0000-00-00,False,
316959,Melo,,Miguel Aparício de Melo Artiga Cardoso Soutomaior,Miguel Aparício de Melo,cut,Miguel Aparício de Melo,,,0000-00-00,False,
281871,Lisboa,,Miguel de Atáide Cunha e Brito,Miguel de Ataíde Brito e Cunha,rep,Miguel de Ataíde Brito e Cunha,,,0000-00-00,False,
149726,Góis,,Miguel Bandeira,Moniz,add,Miguel Bandeira Moniz,,António Bandeira,0000-00-00,False,
158498,Coimbra,,Miguel Barbosa Carvalho,Basrbosa,add,Miguel Barbosa Carvalho Basrbosa,,,0000-00-00,False,
158499,Tomar,,Miguel Barbosa de Carvalho,Basrbosa,add,Miguel Barbosa de Carvalho Basrbosa,,,0000-00-00,False,
158500,Tomar,,Miguel Barbosa de Carvalho,Basrbosa,add,Miguel Barbosa de Carvalho Basrbosa,Cânones,Sebastião Barbosa de Carvalho,1642-12-05,False,
150956,Lisboa,,Miguel Barbosa,Azevedo,add,Miguel Barbosa Azevedo,Cânones,Álvaro de Azevedo,1618-10-09,False,
150959,Tomar,,Miguel Barbosa,Carvalho,add,Miguel Barbosa Carvalho,,,0000-00-00,False,
185565,Vila Real,,Miguel Bernardo,,novid,Miguel Bernardo,Cânones,Diogo Gonçalves,0000-00-00,False,
188795,Ázere,,Miguel de Brito,Brandão,add,Miguel de Brito Brandão,,António Brandão,0000-00-00,False,
132036,Viana do Alentejo,,Miguel Cabral de Quadros,Cabral,cut,Miguel Cabral,,,0000-00-00,False,
234866,Lisboa,,Miguel Caetano Calado da Gama Lobo,Calado,cut,Miguel Caetano Calado,,,0000-00-00,False,
220694,Porto,,Miguel Caetano Ferreira dos Santos,Ferreira,cut,Miguel Caetano Ferreira,,,0000-00-00,False,
196924,Rio de Janeiro,,Miguel de Castro e Lara,Castro,cut,Miguel de Castro,,,0000-00-00,False,
194693,Montemor-o-Novo,,Miguel Coelho,Almadamim,add,Miguel Coelho Almadamim,,,0000-00-00,False,
203947,Beringel,,Miguel da Costa,Sobrinho,add,Miguel da Costa Sobrinho,Leis,,0000-00-00,False,
208592,Vieira,,Miguel da Cruz,Barbosa,add,Miguel da Cruz Barbosa,,António Vaz da Cruz,0000-00-00,False,
286004,Lordelo,,Miguel da Cunha Soutomaior Azevedo e Melo,Soutomaior,cut,Miguel da Cunha Soutomaior,Cânones,Agostinho José de Azevedo e Melo,0000-00-00,False,
